Title,Stars,Reviewers,Cost,Page Count,Levels 1-4,Levels 5-10,Levels 11-16,Levels 17+
The Sphere of Sunlight,4.7,7,0.0,13,1,0,0,0
River Crossing,5.0,3,2.95,-1,1,1,0,0
Voice of the Obsidian Idol,5.0,1,2.99,25,1,0,0,0
Mark of Amber (2e),4.1,8,4.99,-1,1,0,0,0
Mystery at Cloudhost,4.8,4,0.0,10,1,0,0,0
"Opowieści z Cormyru - Wybawcy, co rybą trącą",-1.0,0,2.99,22,1,0,0,0
Shark-Raid-O,5.0,2,1.99,18,0,0,1,0
Just Another Day In Scornubel,5.0,1,6.95,18,1,1,1,1
The Night Market: An Adventure for Dungeons and Dragons 5e,5.0,1,1.0,19,0,0,0,0
Darkness before Dawn,5.0,1,0.0,7,0,0,1,0
The Haunted Tower (Basic),3.4,5,4.99,-1,1,0,0,0
Rise of the Genie Lords - Part Three,5.0,1,7.99,40,0,1,0,0
Descent Into Darkness,5.0,2,4.99,29,0,1,0,0
DC-PoA-CTH1 Roused by Raiders,-1.0,0,2.99,19,0,1,0,0
Penny for your Thoughts,4.8,13,0.0,11,1,0,0,0
Birds of Prey,4.7,3,2.27,115,0,1,0,0
"DC-POA-DOBU-01-01, Beneath a Stony Stump",5.0,1,7.0,36,1,0,0,0
Il Diario di Maverick,-1.0,0,0.0,65,0,0,0,0
Tiki's Potion's & Panaceas - A Short Adventure (Levels 1-3),-1.0,0,1.5,4,1,0,0,0
The Call of Seedooloo,-1.0,0,1.95,17,0,0,1,0
The Speaker in Dreams (3e),3.8,5,4.99,-1,1,1,0,0
OA1 Swords of the Daimyo (1e),4.9,8,4.99,-1,0,1,0,0
Ruin of the Lamia,4.7,3,0.0,14,1,1,0,0
Escape from the Forge of Dumathoin,4.3,8,2.95,21,1,0,0,0
Crypts of the Scions,-1.0,0,0.99,18,0,1,0,0
The Reclamation of Chult Campaign Overview and Act 1 Guide,-1.0,0,0.0,10,1,1,1,0
DL14 Dragons of Triumph (1e),4.0,2,4.99,-1,0,0,1,0
The Treasures of Var the Drowned,-1.0,0,2.99,17,0,1,0,0
It's a Long Way to the Bottom,4.0,1,3.0,19,0,1,1,0
On the Rocks,4.7,3,2.95,12,1,0,0,0
The shadowflame altar - Eberron adventure - 13th moon shared campaign,4.8,4,0.0,11,1,0,0,0
The Free Cats of Loudwater,5.0,1,1.0,10,1,0,0,0
The Sea Witch (3.0),5.0,1,0.99,-1,0,1,0,0
Mystery at Alb,5.0,2,0.89,40,1,1,0,0
"Angelika Zelenska, Strahd's Forgotten Bride",-1.0,0,2.95,20,0,1,0,0
Forgotten Realms Adventures & Maps Bundle 2,-1.0,0,36.49,30,0,0,0,0
Scourge of the Nightingale: Part 1 A Song of Love (Fantasy Grounds),4.5,6,7.5,-1,1,1,0,0
Scourge of the Nightingale: Part 2 A Song of Revenge (Fantasy Grounds),4.5,6,7.5,-1,1,1,0,0
Dungeon Module J2: Palace of the Viper,5.0,5,3.95,28,0,1,0,0
The Womford Bat:  A Four-Page Module,4.2,14,0.0,4,0,0,0,0
A Quest for Redemption (5E Adventure for 3rd level),-1.0,0,3.0,12,1,0,0,0
Il Re sotto la Montagna,-1.0,0,0.0,6,1,0,0,0
Monster Hunts Weekly: Issue 4 (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
The Blood Violin,-1.0,0,0.0,17,1,0,0,0
SJS1 Goblin's Return (2e),4.6,5,4.99,-1,0,1,0,0
Stay Frosty,-1.0,0,0.99,8,0,1,0,0
Dark Ritual in the House on the Hill,-1.0,0,3.99,28,1,0,0,0
Classic Modules Today: N3 Destiny of Kings (5e),4.5,2,1.95,-1,1,0,0,0
Leilon: The Demon Mines,5.0,1,0.0,30,1,0,0,0
DC-PoA-TDG01-02 Blood Hunters,-1.0,0,3.99,46,0,0,0,0
DC-PoA-TDG01-04 Despair In The Family,-1.0,0,4.99,37,0,0,0,0
Elturel's Darkest Day,5.0,1,0.0,4,1,0,0,0
Trouble in Wealdham (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
Veratrem's Tribal Siege (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
Baldur's Gate - Descent into Avernus: Extra Encounters,-1.0,0,1.99,3,0,0,0,0
The Coveted Gemstone,3.9,10,0.0,5,1,0,0,0
DM tools and tables,4.0,5,0.0,27,0,0,0,0
12 Encounters of Christmas,5.0,1,0.0,13,0,0,1,0
Exciting Tales of Adventure #1: Rescue in the Vexing Crypt,-1.0,0,0.0,24,0,0,0,0
CCC-BMG-47 HILL 3-2 Suffer the Children,-1.0,0,4.99,26,0,0,0,0
Die Sieben Kelche der Spinnenkönigin,-1.0,0,0.0,80,1,0,0,0
Strange Times In The Ten-Towns,-1.0,0,1.5,34,1,0,0,0
Dziecko Ziemi - przygoda na 1. Poziomie doświadczenia,4.4,11,0.0,23,1,0,0,0
Dragonlance Classics: 15th Anniversary Edition (2e/SAGA),5.0,3,9.99,-1,1,1,0,0
OA5 Mad Monkey vs the Dragon Claw (1e),5.0,1,4.99,-1,0,1,0,0
The Lost Places: Iron Keep,4.7,6,0.0,46,0,1,0,0
"Rattle the Sabre, Shake the Spear",5.0,5,0.0,88,1,0,0,0
The Crimson Cask - A Tale of Bentaven the Bard (The First Tale),4.5,11,0.0,5,0,0,0,0
ANS4 Once Across Anchôromé,5.0,2,5.99,80,0,0,0,0
Sanctum of the Matterites - Part III: Culmination,-1.0,0,0.0,14,1,1,1,1
D&D 5e: Temple of the Spider,4.3,8,0.0,29,0,1,0,0
CCC-GARY-17 A Simple Plan,-1.0,0,3.95,35,1,0,0,0
CCC-PFF-03-01 Hints at Imbalance: Rumors of Moloch,4.0,2,4.99,27,0,0,1,0
Trouble on Silver Moon Pass,5.0,1,3.95,20,1,0,0,0
Council of Spiders Revisited,-1.0,0,2.95,20,1,0,0,0
The Corruption Under Stormheel,5.0,1,1.99,13,0,0,0,0
The Plague of Hosder,-1.0,0,2.95,5,1,1,0,0
CCC-NUKE-01-02 Hide and Seek,4.7,3,1.99,41,1,0,0,0
Il Cuore del Cerusico,5.0,1,4.53,15,1,0,0,0
Phandelver's Noticeboards: 24 Quest Seeds for the Hinterlands (Fantasy Grounds),-1.0,0,6.95,-1,0,0,0,0
The Chapel of the Ancients (Fantasy Grounds),-1.0,0,0.95,-1,1,0,0,0
Serral's Side Treks Volume 1,4.5,4,0.99,8,1,1,0,0
Pearlescent Temple,4.3,6,0.0,14,0,1,0,0
The Laughing Horde of Ruin: Kiss of the Viper,5.0,3,14.95,104,1,1,0,0
The Floods of Hardbuckler,4.0,2,0.0,12,1,0,0,0
What Sleeps Below,-1.0,0,2.0,16,0,0,0,0
"Spooky, Scary Skeletons",4.3,6,1.99,5,0,0,0,0
Rauvin Vale: Tomb of the Barakor (Fantasy Grounds),-1.0,0,3.95,-1,1,0,0,0
Scourge of the Nightingale: Part 3 A Song of War (Fantasy Grounds),4.7,6,7.5,-1,0,1,0,0
CCC - SQC - 03-02 Shiitake,2.5,2,3.99,36,0,1,0,0
"D&D 5E Eberron Salvage Mission Log (editable/fillable PDF, printer friendly)",-1.0,0,0.5,1,0,0,0,0
Cult of the Hydra,5.0,1,2.99,14,0,1,0,0
The Journey To Quaervaar,-1.0,0,2.0,15,0,0,0,0
DL6 Dragons of Ice (1e),4.3,4,4.99,-1,0,1,0,0
Earth Hum Caverns,-1.0,0,1.95,20,0,1,0,0
The Forbidden Book - Caverns of Kehill [StLion],4.4,10,0.0,11,1,0,0,0
CCC-TCW-WSF-1 A Change of Heart,4.0,1,3.99,24,1,0,0,0
Goddream,-1.0,0,4.95,19,0,0,1,0
Among Thieves: Escape from Minmax Prison,-1.0,0,2.0,16,1,0,0,0
The Viper's Pit,4.5,2,4.95,14,0,1,0,0
Killer Kobolds from Outer Space (Fantasy Grounds),5.0,3,4.99,-1,0,0,0,0
The Rage Within - Adventure (Fantasy Grounds),4.4,5,7.5,-1,1,0,0,0
5e Adventure: Gemforge & Co. Bank Heist,5.0,1,0.0,16,0,0,0,0
CCC-TAROT-02-08 Winding Road to Freedom,4.0,1,2.99,25,0,1,0,0
The Swamp Beast,4.9,14,6.99,13,1,0,0,0
Classic Modules Today: B8 Journey to the Rock (5e),5.0,1,1.0,6,1,0,0,0
A Good Night's Rest,5.0,1,2.95,39,1,0,0,0
Baldur's Gate Notice Boards 2 | A Descent Into Avernus Supplement (Fantasy Grounds),5.0,1,6.95,-1,0,0,0,0
"Drug Wars, A adventurous one-shot for DND 5e",-1.0,0,0.0,8,0,0,0,0
Eberron Newspapers: Korranberg Chronicle | Part 1 - Quests (Fantasy Grounds),-1.0,0,5.99,-1,0,0,0,0
The Fey Spring,4.0,3,0.0,5,0,0,0,0
Epic Legacy Adventure - The Frostpine Horror,4.5,10,0.0,25,0,0,0,1
Zuggtmoy Cavern,-1.0,0,0.0,9,0,0,0,0
DL16 World of Krynn (1e),4.5,2,9.99,-1,1,0,0,0
The Falkovnian Campaign,4.0,1,1.95,16,1,0,0,0
"Truly, Madly, Deeply-Module 01",5.0,3,1.49,10,1,0,0,0
Trouble in Doomspire,4.7,3,2.99,45,0,0,1,0
Icicles & Brimstone,5.0,1,4.95,16,0,1,0,0
The Treasure of Lady Hellion Hacke,4.7,6,0.0,12,1,0,0,0
Where the Dead Speak,-1.0,0,0.0,22,1,0,0,0
Crown Precarious Trilogy Bundle,-1.0,0,3.99,98,1,1,0,0
DL8 Dragons of War (1e),4.0,2,4.99,-1,0,1,0,0
The Slumbering Shadow,5.0,2,10.99,121,0,1,0,0
RA3 Touch of Death (2e),4.6,8,4.99,-1,1,0,0,0
Base of Operations (3.0),4.5,4,0.99,-1,1,0,0,0
The Devil's Workshop,4.0,1,2.71,12,1,0,0,0
DDA3 Eye of Traldar (Basic),4.8,4,4.99,-1,1,0,0,0
Beyond the Crystal Cave (4e),4.0,1,4.99,-1,1,0,0,0
CCC-MWGF-01 The Constellation (Part Four of the Dead Men Series),-1.0,0,4.95,36,0,1,0,0
20 Non-Combat Woodland Encounters,4.0,4,0.0,1,0,0,0,0
Fantasy Grounds: D&D Curse of Strahd,5.0,1,24.99,-1,1,1,0,0
Dungeon Delve Monthly #1.04,5.0,1,7.95,83,1,1,0,1
A Taste of Honey,4.5,12,0.0,25,1,0,0,0
Mask of the God-Emperor,-1.0,0,0.0,12,1,0,0,0
The Watchers Of Elderwood Acres,5.0,1,0.99,35,1,0,0,0
Betrayal On The High Seas(Part 1),5.0,2,0.0,7,0,0,0,0
CCC-ELF 03-02 Echoes of Rage,5.0,1,3.95,44,0,1,0,0
CCC-WWC-09 Defenders of Est'Ellma,-1.0,0,2.99,22,1,0,0,0
The Cliffs of Muhr,4.8,5,4.95,36,0,1,0,0
Haunted Castle,-1.0,0,0.0,10,1,0,0,0
Java Yaga's Dancing Percolator,-1.0,0,1.0,16,1,0,0,0
Temple of the Immortals (Fantasy Grounds),-1.0,0,0.95,-1,0,1,0,0
In the Abyss (2e),4.8,8,4.99,-1,0,1,0,0
The Curious Incident of the Dog in the Night Land,-1.0,0,3.99,22,0,1,0,0
X13 Crown of Ancient Glory (Basic),4.5,2,4.99,-1,0,1,0,0
Visions of Death,-1.0,0,3.95,45,1,1,1,0
Bruin's Maw,-1.0,0,1.99,10,1,0,0,0
Fallen Tree One Shot,5.0,2,1.0,-1,0,0,0,0
Feluzarax's Booklet of Draconic Magic,-1.0,0,1.99,6,0,0,0,0
GPH2: Coral Palace of the Marid (5e),-1.0,0,4.0,40,0,0,1,0
"D&D 5th ed. conversion Shackled City ""Life's Bazaar""",4.2,6,0.0,18,0,0,0,0
Newborn Legends — A Simple Barbarian Day,5.0,1,5.95,57,1,0,0,0
Ritual of the Blood Crown,5.0,2,2.99,16,1,0,0,0
The Plumbers,4.8,5,0.0,10,1,0,0,0
Bloody Mad,4.3,3,4.95,30,0,1,0,0
DDA1 Arena of Thyatis (Basic),4.8,5,4.99,-1,1,0,0,0
Camp Deep Lake,5.0,3,0.0,13,0,1,0,0
The Mysterious Theatre of Macabre (5e),5.0,1,3.99,12,1,1,0,0
Lake Marione a d&d 5e Level 3 One-Shot Adventure,2.0,2,1.5,7,1,0,0,0
Don't Break your Pick,4.5,14,0.0,11,1,1,0,0
FROA1 Ninja Wars (2e),5.0,3,4.99,-1,0,1,0,0
Dungeon Delve Monthly #1.05,5.0,1,7.95,49,1,1,1,0
A Second in Time,3.8,4,0.5,5,1,0,0,0
A Blight at Blue Foot Farms,4.5,4,0.0,16,1,1,0,0
CCC-SAF02-01 Stygia: A Refuge In the Cold,-1.0,0,3.0,67,0,1,0,0
The Howling in the Woods,5.0,2,0.0,6,1,0,0,0
Torment Of Tearia - A tiny warmhearted Adventure (Levels 1-3),-1.0,0,1.0,3,1,0,0,0
DS1 Freedom (2e),4.6,5,9.99,-1,1,0,0,0
Dungeon Module TH3: The Temple of Purification,5.0,5,2.0,13,0,1,1,0
CCC-DWB-DFT-1 Digging For Trouble,-1.0,0,2.99,22,0,0,0,0
The Treasure of Nidika Monastery,3.8,4,0.0,12,1,1,0,0
The Case of the Vanishing Villagers,5.0,3,0.0,7,1,0,0,0
Waterdeep: A Tail of Two Fishies (Fantasy Grounds),5.0,1,8.99,-1,1,0,0,0
From the shadows,4.0,1,9.95,76,0,0,1,0
Heart of Nightfang Spire (3e),4.5,4,4.99,-1,0,1,1,0
Procession of Possibility,4.0,1,2.95,12,1,1,0,0
The Shrine of Marthammor Duin,4.4,9,0.0,7,0,1,0,0
The Siren's Cry,-1.0,0,3.99,48,0,0,0,0
Triple Murder Most Fowl,4.0,1,4.95,24,0,1,1,0
Mapy Alternatywne,5.0,2,0.0,8,0,0,0,0
Despair at Camp Southwood,-1.0,0,1.5,10,0,0,0,0
The Butcher's Game,4.0,4,0.0,11,1,0,0,0
Xynkil's Vault,4.2,9,2.5,13,0,0,1,0
DL10 Dragons of Dreams (1e),4.0,2,4.99,-1,0,1,0,0
Rat Panic! At the Aqueduct,4.7,3,4.95,25,1,0,0,0
Stormy Weather,4.5,2,1.95,-1,0,0,0,0
PC2 Creature Crucible: Top Ballista (Basic),4.3,7,4.99,-1,0,1,0,0
Race to the Depths,4.9,7,0.0,13,1,1,0,0
RA1 Feast of Goblyns (2e),4.7,9,9.99,-1,0,1,0,0
Quest Curses (5e),5.0,1,2.49,9,0,0,0,0
The Rabbit and the Acorn,4.0,3,0.0,6,0,1,0,0
Winds of Midwinter,-1.0,0,2.95,20,1,0,0,0
The Rod of Seven Parts - Maps,5.0,1,2.0,-1,0,0,0,0
Digital Map Pack: DDAL07-15 Streams of Crimson,-1.0,0,0.99,17,0,0,0,0
Squatters at Keystone Keep,5.0,1,2.95,16,0,1,0,0
Quite the Pickle (Fantasy Grounds) - A Saltmarsh Adventure,-1.0,0,4.95,54,0,1,0,0
The Jewel of the Desert,-1.0,0,0.0,-1,0,1,0,0
A Wyvern's Return - Adventure,4.3,3,0.0,12,1,1,0,0
The Avian Escapade,4.0,1,2.95,13,1,0,0,0
The Frost,5.0,1,2.49,10,0,1,0,0
One Last Day of Fighting,4.7,6,0.5,43,0,1,0,0
The Dread Barrows - A One Page Dungeon,5.0,1,1.0,1,0,1,0,0
The Spawning Pools,-1.0,0,2.0,6,0,1,0,0
Tower at the Sea of Fallen Stars,4.8,6,0.0,14,0,0,0,0
Monster Hunts Weekly: Issue 6 (Fantasy Grounds),-1.0,0,5.95,-1,1,1,0,0
Newborn Legends — A Simple Barbarian Day for Fantasy Grounds,-1.0,0,5.95,-1,1,0,0,0
Random Roads: A Bone to Pick,5.0,1,0.0,4,1,1,1,1
Random Roads: Fowl Weather,5.0,2,0.0,7,1,1,1,1
Juiblex Temple,5.0,1,0.0,5,0,0,0,0
Towers of the Seven Cloud Mages - Bonus Encounter Location - Storm King's Thunder,4.8,6,0.0,46,0,1,1,0
Fackelträger,-1.0,0,5.67,28,1,0,0,0
The Village of Versalles,5.0,5,1.0,18,0,0,0,0
"Crypts, Tombs and Haunted Houses Vol. 2",-1.0,0,0.0,54,0,1,0,0
Forgotten Realms Starter Set 3,4.0,1,1.5,7,0,0,0,0
CCC-TAROT-02-10 Facades Undone,4.0,1,4.99,50,0,1,0,0
Village of the Reconstructed,5.0,2,2.95,20,1,0,0,0
Gulgo-13 | An Eberron Salvage Mission for Oracle of War (Fantasy Grounds),-1.0,0,4.99,-1,0,0,0,0
Temple of Xhodes,4.6,5,2.95,-1,1,0,0,0
A Goblin Did It! - How the Random Encounter Table Was Born,5.0,1,3.49,7,1,0,0,0
CCC-TRI-11 Flooded Dreams (Part One of the Olma Series),-1.0,0,4.99,24,1,0,0,0
Fallows Tree - A Short Adventure (Levels 1-3),-1.0,0,1.0,3,1,0,0,0
Skellors Crypt - A Short Halloween Adventure (Levels 1-3),-1.0,0,1.0,3,1,0,0,0
Someone Dropped the Goat-Ball (DC-POA-PND-1),-1.0,0,4.99,32,0,0,0,0
The Monster of Wonderia (WBW-DC-FDC-04) (Fantasy Grounds),-1.0,0,5.95,-1,1,0,0,0
The Slithering Brood (Fantasy Grounds),4.3,4,8.95,-1,1,0,0,0
The Wizard's Gauntlet,5.0,2,2.99,35,0,1,0,0
Cursed Classes: Hamlet of Afflicton,5.0,2,4.95,74,1,0,0,0
AC3 3-D Dragon Tiles featuring The Kidnapping of Princess Arelina (Basic),4.3,3,4.99,-1,1,0,0,0
Over the Dunes,5.0,1,2.95,15,1,1,0,0
The Last Fire Giant of Mount Dwenendor,4.9,7,0.0,26,0,1,0,0
The Pale Codex,3.0,3,0.0,10,1,0,0,0
The Food Fight - An Adventures Unlimited Story,4.7,6,0.0,22,1,0,0,0
The Sisters of Bleakspine Bog,5.0,2,4.95,40,0,0,1,0
Lady Waverly's Last Party,4.0,1,0.0,20,0,1,0,0
The Hag's Hexes (Fantasy Grounds),4.6,8,10.5,-1,0,0,0,0
Doom on Starspell Mountain,5.0,1,0.0,16,1,0,0,0
Heraldo de Waterdeep,-1.0,0,5.62,29,0,0,0,0
We Are Grung,5.0,2,4.99,47,1,0,0,0
CCC-GARY-07: The Mirror Cities of Gulthias,3.0,2,2.99,12,0,1,0,0
Trouble Brewing: A single session adventure,-1.0,0,2.99,19,0,1,0,0
The Point of No Return,5.0,3,3.99,29,0,1,0,0
Adventures in the Feywild (Fantasy Grounds),5.0,1,2.99,-1,0,0,0,0
X7 The War Rafts of Kron (Basic),4.7,11,4.99,-1,0,1,1,0
The Manor of House Hippocampi,3.0,1,2.95,15,0,1,0,0
DC-PoA-DCAF10 The Lute Run,5.0,1,5.0,27,0,1,0,0
CCC-BMG-48 HILL 3-3 Spare the Rod,-1.0,0,4.99,29,0,0,0,0
Rumors for DDAL08-01 Map with No Names,3.5,2,0.0,2,0,0,0,0
Monster Hunts Weekly: Issue 5 (Fantasy Grounds),-1.0,0,5.95,-1,0,0,0,0
CCC-TAROT-S1-01 A Long Night,-1.0,0,2.99,21,1,0,0,0
CCC-WWC-10 Brental's Roads Scholars,5.0,2,2.99,-1,1,0,0,0
The Day the Sky Shattered,-1.0,0,3.95,36,1,1,0,0
WBW-DC-FDC-08 The Great Toy Escape (Fantasy Grounds),-1.0,0,7.95,-1,1,0,0,0
The Perpetual Winter,-1.0,0,1.99,13,1,1,0,0
Amarune's Adventures: The Malediction of the Devil's Mushroom,4.8,4,4.95,34,0,0,0,0
CCC-TRI-13 What Lies beneath Ylraphon (Part Three of the Olma Series),4.0,1,4.99,38,1,0,0,0
Uprising: Escape from Uraz-Kal,5.0,2,0.0,31,0,1,0,0
The Killing Fields,-1.0,0,2.99,28,1,1,0,0
Frosted Spring,-1.0,0,2.95,6,0,1,1,0
Dungeon battle map (The Golem Lab),5.0,1,0.0,3,0,0,0,0
The Lowest Tide,5.0,2,0.99,10,0,0,0,0
"Digital Map Pack for Adventurers League DDAL 07-01 A City on the Edge (Tokens, Handouts and Cards Included)",-1.0,0,1.9,-1,1,0,0,0
Leilon: The Paladin of Tyr,5.0,1,0.0,8,0,1,0,0
The Grand Estate (DC-POA-KW-01),3.0,1,3.99,21,0,0,0,0
M3 Twilight Calling (Basic),4.0,1,4.99,-1,0,0,0,1
Rise of the Genie Lords - Part Two (Fantasy Grounds),-1.0,0,9.95,-1,0,0,0,0
The Once and Future Slime,5.0,1,4.99,32,1,0,0,0
A Crown for Strahd 007,4.7,7,0.5,-1,1,0,0,0
The River Lord,4.0,1,0.99,12,1,0,0,0
"Leilon, The Temple of Tyr",5.0,2,0.0,18,0,1,0,0
Tomb of the Gray Order,-1.0,0,0.0,22,1,0,0,0
The Charred Rose,4.0,2,1.49,15,1,0,0,0
Quest for the Silver Sword (Basic),4.0,4,4.99,-1,1,0,0,0
Everlasting Frustration,4.0,1,2.99,10,1,0,0,0
Save the Last Kristmas: A Christmas Adventure,5.0,1,0.0,-1,0,0,0,0
Caverns of Slime -- An Egghunter's Guide to Adventure,5.0,1,2.95,37,1,0,0,0
FMA1 Fires of Zatal (2e),3.3,3,4.99,-1,1,0,0,0
Vraganhic’s Monster,-1.0,0,1.5,5,1,1,0,0
Reef of Madness,4.7,7,4.99,46,1,0,0,0
Disease in the Dreadwood,-1.0,0,0.0,-1,0,1,0,0
Fantasy Grounds: D&D Hoard of the Dragon Queen,-1.0,0,19.99,-1,1,1,0,0
Defenders of the Spring Citadel,5.0,1,14.95,79,1,0,0,0
Battle with Damaceus,5.0,1,0.89,35,0,0,1,1
Adventure Starters #1,4.4,7,0.0,1,0,0,0,0
The Voyage of the Drift Cutter,5.0,3,12.0,47,1,1,0,0
Leilon: The Secret Cult,5.0,2,0.0,12,0,1,0,0
Poor Unfortunate Souls,5.0,1,7.99,21,0,1,0,0
The Revenge - a Zombie Outbreak Adventure,5.0,3,4.99,53,1,0,0,0
Travelers Welcome,5.0,5,1.99,25,1,0,0,0
See it through,4.5,6,0.0,15,0,0,1,0
Midnight in Moonlight Grove,5.0,1,0.0,35,1,0,0,0
The Temple’s  Ancient Secret: Adventure One of The Song of Amhep Campaign,5.0,2,0.0,49,1,0,0,0
DC-PoA-CJK Gnome Place Like Home: Adventures in Icewind Dalecare,-1.0,0,4.99,38,0,1,0,0
Gods of the Giants: Annam,-1.0,0,1.0,11,0,0,1,0
The Underwater Shrine,4.5,2,0.0,11,0,0,0,0
Weather the Storm,4.8,10,0.0,15,0,1,0,0
CCC-HERO-BK-02-03 Winters Bane,-1.0,0,4.99,28,0,1,0,0
MCX-01-02 The Rescue,2.3,3,1.99,13,1,0,0,0
The Lost City of Karnat,5.0,2,6.81,23,0,1,0,0
Wild Locations - Fiendish Orc Camp,4.0,1,1.0,13,1,0,0,0
Trouble on the Road (one shot+maps),-1.0,0,2.0,-1,0,0,0,0
Eberron Newspapers: Korranberg Chronicle | Part 2 - Quest Seeds (Fantasy Grounds),-1.0,0,5.99,-1,0,0,0,0
Foul Delvings: A single session adventure,4.0,4,2.99,14,1,1,0,0
Chrome On The Range Map Pack,-1.0,0,1.99,10,0,0,1,0
Gothic Encounters,-1.0,0,7.95,92,0,0,0,0
The Haunting of Craggy Gulch,-1.0,0,1.0,6,1,0,0,0
The Frozen Harbor,5.0,2,4.95,25,0,1,0,0
The Deva Spark (2e),4.5,6,4.99,-1,0,1,0,0
A Grim Exhibition,4.5,2,2.0,18,1,0,0,0
The Home of All Kindred,5.0,2,4.95,17,1,0,0,0
The Living Document,-1.0,0,4.95,14,0,1,0,0
The Maze Before the Storm,4.0,2,4.95,16,1,0,0,0
Missing Piece,5.0,2,5.0,18,0,0,0,0
Chilling Tales (2e),5.0,4,4.99,-1,0,0,0,0
You are trapped by the Illithid-Lich!,3.5,2,0.0,12,0,1,0,0
DLQ2 Flint's Axe (2e),3.8,4,4.99,-1,1,0,0,0
DL12 Dragons of Faith (1e),4.0,2,4.99,-1,0,1,0,0
The Accursed Tower (2e),3.7,3,4.99,-1,1,0,0,0
No News From Nerlin,5.0,1,2.95,13,0,0,0,0
New Magical Items Vol. II,5.0,2,0.0,9,0,0,0,0
Attack on Saltmarsh,-1.0,0,3.95,22,0,0,1,0
Wrong Turn: Dragon Heist,4.8,4,9.95,42,1,0,0,0
Leilon: The Kobold Necromancer,-1.0,0,0.0,11,1,0,0,0
HWA3 Hollow World: Nightstorm (Basic),4.9,8,4.99,-1,0,1,0,0
51 Exciting(ish) Plot Hooks,5.0,1,1.01,28,0,0,0,0
Ant Extermination: Side Quest,4.5,4,0.0,4,0,0,0,0
DC-POA-SNIPE-01: The Ski Chalet of Artor Morlin,-1.0,0,0.0,21,1,0,0,0
Lose it all to find it again - A short adventure (Levels 1-3),-1.0,0,1.0,3,1,0,0,0
Tower to the Abyss,-1.0,0,4.95,29,1,1,0,0
The Dawnbringer's Dilemma,-1.0,0,1.95,19,1,0,0,0
Adam's Wrath (2e),5.0,6,4.99,-1,0,1,0,0
Oddities & Odysseys: The Dread Tailor,4.5,13,0.0,24,1,0,0,0
L'accademia di magia,-1.0,0,3.95,43,1,0,0,0
Goldenfields Vacation Cancelled,4.8,4,0.0,20,1,0,0,0
Goblin Cave: Subterranean River,4.6,5,0.0,4,1,0,0,0
Monster Egg Hunt,-1.0,0,0.0,11,0,0,0,0
The Standing Stone (3e),4.0,3,4.99,-1,0,1,0,0
Grain Silo Goblin Eruption,-1.0,0,6.95,40,1,0,0,0
La Tana del Cerbero – Uno Sfortunato Inverno,-1.0,0,9.02,40,0,1,0,0
Miasmic Mystery,-1.0,0,2.99,11,0,1,0,0
The Mayors,5.0,2,2.99,22,1,0,0,0
Cursed Tomb of Bajutet,5.0,2,7.95,34,1,0,0,0
DC-PoA-TDG01-07 Rage of the Rime,-1.0,0,4.99,35,0,0,0,0
DC-PoA-TDG01-09 Wyrm Walkers,-1.0,0,4.99,36,0,0,0,0
DC-PoA-TDG01-10 Endgame of the Elder Evils,-1.0,0,4.99,45,0,0,0,0
Edge of Darkness,-1.0,0,3.95,23,1,0,0,0
Dragons Now,5.0,1,1.99,55,1,1,1,1
DLQ1 Knight's Sword (2e),4.5,4,4.99,-1,1,0,0,0
Cavern of the Damned (5E),4.5,2,0.99,24,1,0,0,0
Escape from the Giantslayer Catacombs,-1.0,0,4.95,23,1,0,0,0
Zelligar's Evil - Fantasy Grounds,4.5,2,5.99,124,1,0,0,0
The Great Pumpkin,4.4,9,0.0,7,0,0,0,0
The Lost Places: Vault of Kuvgar Stonebeard,3.7,3,0.0,23,1,1,0,0
Into the Underdark - Part 2 The Spider's Den (Fantasy Grounds),5.0,1,4.95,-1,1,0,0,0
WGR6 The City of Skulls (2e),4.6,5,4.99,-1,0,1,1,0
In Vino Augurium,4.5,15,0.0,12,0,1,0,0
Skyreaching Temple,5.0,1,2.99,12,0,1,0,0
Crypt of the Cultists,3.8,5,0.0,24,1,0,0,0
The Coral Tower of Naaman al-Raman,5.0,1,4.07,35,0,1,0,0
The Twin Towers: Dungeon Crawl,4.3,3,0.0,7,1,0,0,0
Mines of Durantor,-1.0,0,0.0,28,0,0,0,0
Wyvern Tor Revisited,-1.0,0,2.0,18,0,0,0,0
A Day of Dungeons Vol. 1,5.0,1,0.49,6,0,0,0,0
The Elderowan 1 - Roots of Evil,-1.0,0,1.0,19,1,0,0,0
Trouble in Tidewater,4.5,2,0.0,30,0,0,0,0
Der einsame Weg zur Revolution,-1.0,0,3.4,26,1,0,0,0
One Shot Adventures - Random Tables (Fantasy Grounds),-1.0,0,3.95,-1,0,0,0,0
ALQ3 A Dozen and One Adventures (2e),4.0,6,7.99,-1,1,1,0,0
Gobble Gobble Good Times!,-1.0,0,0.0,22,0,1,0,0
Greedy Trees on a Festival Eve,-1.0,0,0.0,1,0,0,0,0
Estranged Tower,-1.0,0,1.99,-1,1,0,0,0
How the Kami Stole Snowtide,4.0,1,1.99,53,0,0,0,0
A Manse of Special Purpose,4.5,6,0.0,24,0,0,1,0
